,data_clean
7935,think duty free return flight instead push attendant button request speaker want duty free
7936,ignore manage hold directly tell wait order advise land
7937,bad service receive book aer lingus
7938,transit jfk little nervous duty free transfer route open check
7939,sealed duty free bag work perfectly hand luggage soon inside business class lounge shannon lovely lack food stuff delightful staff
7940,staff flight friendly irish breakfast soon tray table
7941,orange juice strange fizzy taste drinking sadly appear
7942,new coffee offering popular sharp bitter tasting notice customer send untouched
7943,arrive terminal time check bag collection minute
7944,nice flight despite breakfast disaster
7945,check early jfk ei110 shannon process quick painless
7946,terminal organised fast track security
7947,new gold circle lounge gate bit trek away departure gate
7948,aer lingus offer dine board facility lounge selection great sandwich option good option
7949,board time soon relax seat glass champagne
7950,nice crew look flight busy business class
7951,seat different flight aer lingus brand plane boeing 757 operate air contractor
7952,difference crew service quality catering
7953,drink canapés offer great
7954,senior crew member business polite friendly interact
7955,dinner choice herb crust loin lamb roast chicken breast ricotta cannelloni roasted cod cabbage fennel
7956,follow cheese plate
7957,partner vegetarian meal stuff ravioli thoroughly enjoy
7958,ptv screen wasn big outward journey selection film
7959,seat flat comfortable grab cat nap
7960,breakfast serve hour shannon fruit plate hot irish bacon roll delicious coffee
7961,pleasant experience happily repeat
7962,fly birmingham dublin regularly use fly manchester dublin time year
7963,reduce frequency busy route summer deploy aircraft seasonal route
7964,schedule winter good book flight month birmingham
7965,interestingly cheap flight date similar time ryanair
7966,fly aer lingus ryanair huge difference price
7967,aircraft usually clean trolley stock
7968,ryanair stock trolley morning sell later flight
7969,benefit fly aer lingus arrive depart dublin
7970,aer lingus market low cost airline charge food drink
7971,overall happy aer lingus
7972,hadn fly aer lingus interested london dublin hop like day
7973,onward connection gold circle lounge pass lounge appoint terminal nicely decorate food offering slightly lack
7974,flight delay minute update boarding prompt efficient
7975,seat 12e sound legroom
7976,captain keen try time service inflight pretty rush bia trolley reach passenger
7977,crew cop polite friendly
7978,nice flight arrive dublin minute late compare minute late departure lhr
7979,hadn travel aer lingus business class year look forward trip memory lane use dublin jfk route regularly
7980,trip plan age check double check arrangement airline time book agent order
7981,arrive saturday morning painless check bag drop soon business class lounge nice appoint
7982,food offering near good lounge limited cold stuff available
7983,immigration idea dublin face queue jfk pure genius
7984,quick efficient couldn fault board area minute board ei105
7985,greet cabin service manager seat
7986,jacket offer drink lovely senior cabin crew member look flight
7987,time
7988,shortly offer drink smal dish canapés
7989,bit surprised vegetarian partner offer fish stage discover time confirm lacto vegetarian meal load
7990,crew worry sort
7991,lunch menu offer choice starter chicken liver pate burren smokehouse hot cold smoked salmon picture
7992,partner offer cheese plate dessert offering
7993,salmon great
7994,main choice collar irish bacon lambay island irish lamb stew luxury crisp fish pie crew recommend bacon picture delicious
7995,point partner advise vegetarian meal look like economy tray miss
7996,serve vegetarian pasta dish fine dessert choice lemon tart cheese plate wee good nice sancerrre offer lunch good new style business class appear aer lingus ditch idea dining demand offer
7997,new seat brilliant massive lie flat bed comfy big screen enjoy decent selection television demand free wifi business class customer
7998,selection snack galley crisp sandwich fruit kind thing
7999,hour landing serve odd super power salad quinoa courgette feta cheese wasn tasty thing plane scone accompany great
8000,land jfk terminal terminal bag absolutely superb
8001,despite meal mix excellent transatlantic crossing leave big airline shade favourable price happily recommend
8002,flight leave arrive time
8003,purchase refreshment short journey
8004,aer lingus live memory fondly year primarily past excellent service transatlantic regional route
8005,
8006,short flight convince irish government foolish allow ryanair buy flag carrier deserved death
8007,dublin airport bad long foot travel convenience unhelpful staff generally frenzied dump airport swap aer lingus
8008,proud little airline hit hard time seek revive fortune ultra low cost carrier ryanair head head stupid idea
8009,
8010,inflight entertainment kind cabin fresh absolutely water purchase surly staff
8011,british airway buy aer lingus possibly establish low cost brand hop odd actually invest restore aer lingus use decent airline happy employee excellent service ireland
8012,choose aer lingus primarily low fare compare establish airline fly germany usa
8013,pay beer wine
8014,board service food quality good
8015,economy seat legroom airline
8016,main advantage immigration dublin landing domestic terminal jfk new york
8017,previous experience immigration sfo mean stand line hour
8018,fly aer lingus regional operate stobart air dublin manchester
8019,dublin airport boarding efficient relaxed buss remote stand
8020,seater atr 600 seating configuration small aircraft relaxing a320 b738
8021,aircraft modern year old clean
8022,seat comfort legroom reasonable
8023,drink snack sell flight short
8024,cabin crew member friendly
8025,flight arrive time manchester buss terminal
8026,fly aer lingus regional dublin advise security terminal walk gate short
8027,fly ryanair past year cheap fare aer lingus hesitate book flag carrier return leg
8028,boarding shamble blunt like cow walk barn bang order queue
8029,handle agent venice crew
8030,departure speedy comfortable crew smily friendly board
8031,captain numerous update flight delay eta
8032,meal service excellent
8033,slow matter hour flight
8034,food fresh
8035,tell scone bake recently bread sandwich soft
8036,good inflight food head honest
8037,free reasonably price
8038,approach quick land minute ahead schedule depart minute late nice
8039,boarding nice big farewell smiley crew
